s_m,v_u9x,v_su7,t_u9x,t_su7,dt_s
0,113.0,119.0,1.28,0.72,0.00
10,121.4,128.0,1.56,0.98,-0.02
20,129.9,137.0,1.84,1.25,-0.03
30,138.3,146.0,2.12,1.51,-0.05
40,145.5,153.3,2.38,1.77,-0.05
50,151.1,154.4,2.62,2.00,-0.05
60,156.6,155.6,2.85,2.23,-0.05
70,162.2,156.7,3.08,2.47,-0.05
80,166.7,157.9,3.31,2.70,-0.05
90,164.5,153.6,3.53,2.94,-0.03
100,162.2,148.7,3.76,3.18,-0.01
110,160.0,143.9,3.98,3.43,0.01
120,157.8,139.0,4.20,3.67,0.03
130,151.6,131.8,4.44,3.95,0.07
140,143.1,124.0,4.70,4.24,0.10
150,134.7,116.2,4.96,4.53,0.13
160,126.2,108.5,5.21,4.84,0.19
170,117.3,101.0,5.52,5.20,0.24
180,108.1,93.4,5.85,5.56,0.27
190,98.9,87.9,6.18,5.95,0.33
200,91.8,84.2,6.56,6.37,0.37
210,85.7,81.4,6.96,6.79,0.39
220,80.8,83.5,7.38,7.22,0.40
230,79.9,85.7,7.83,7.65,0.38
240,79.0,90.6,8.28,8.05,0.33
250,86.0,96.0,8.69,8.44,0.30
260,93.0,102.1,9.10,8.80,0.26
270,101.5,110.1,9.46,9.12,0.22
280,111.3,118.1,9.79,9.44,0.22
290,121.0,126.2,10.11,9.76,0.20
300,129.9,134.8,10.40,10.01,0.17
310,138.1,143.4,10.66,10.26,0.17
320,146.2,152.1,10.91,10.52,0.17
330,154.3,159.6,11.16,10.76,0.16
340,160.2,162.9,11.40,10.98,0.14
350,164.3,166.1,11.61,11.19,0.14
360,168.4,169.4,11.83,11.41,0.14
370,172.5,172.6,12.04,11.63,0.15
380,176.5,175.3,12.26,11.83,0.14
390,177.7,177.5,12.46,12.03,0.14
400,178.5,179.7,12.66,12.24,0.14
410,179.3,181.9,12.86,12.44,0.13
420,180.1,184.1,13.06,12.64,0.13
430,180.9,184.3,13.26,12.84,0.13
440,181.0,183.1,13.46,13.03,0.13
450,181.0,181.9,13.66,13.23,0.13
460,181.0,180.7,13.86,13.43,0.13
470,181.0,179.6,14.06,13.63,0.13
480,181.0,176.9,14.26,13.83,0.13
490,176.9,172.8,14.47,14.04,0.14
500,172.2,168.8,14.68,14.26,0.14
510,167.5,164.8,14.89,14.47,0.14
520,162.9,160.7,15.10,14.68,0.14
530,159.1,158.5,15.32,14.91,0.15
540,159.8,156.6,15.54,15.14,0.16
550,160.5,154.8,15.77,15.37,0.16
560,161.1,152.9,15.99,15.60,0.17
570,161.8,153.6,16.21,15.83,0.18
580,163.8,157.0,16.43,16.06,0.18
590,166.4,160.4,16.65,16.28,0.20
600,169.0,163.8,16.86,16.51,0.21
610,171.5,167.2,17.07,16.73,0.22
620,174.1,171.7,17.29,16.93,0.21
630,177.1,176.1,17.49,17.14,0.21
640,180.1,180.6,17.68,17.34,0.21
650,183.0,185.0,17.88,17.54,0.22
660,186.0,189.3,18.08,17.74,0.22
670,189.0,192.2,18.28,17.92,0.20
680,191.0,195.2,18.47,18.11,0.20
690,193.1,198.1,18.65,18.29,0.20
700,195.1,201.0,18.84,18.47,0.20
710,197.1,203.9,19.02,18.65,0.19
720,199.2,204.9,19.21,18.83,0.19
730,200.1,204.7,19.39,19.01,0.18
740,200.3,204.5,19.57,19.18,0.18
750,200.5,204.4,19.75,19.36,0.17
760,200.6,204.2,19.93,19.54,0.17
770,200.8,204.0,20.11,19.71,0.17
780,201.0,203.7,20.28,19.89,0.16
790,200.8,203.3,20.46,20.07,0.16
800,200.6,203.0,20.64,20.24,0.16
810,200.5,202.6,20.82,20.42,0.16
820,200.3,202.2,21.00,20.60,0.16
830,200.1,200.0,21.18,20.78,0.16
840,197.6,193.8,21.37,20.98,0.17
850,192.4,187.6,21.56,21.17,0.17
860,187.2,181.4,21.75,21.36,0.17
870,182.0,175.2,21.95,21.56,0.17
880,176.8,169.1,22.14,21.76,0.17
890,170.9,162.8,22.34,21.99,0.20
900,163.3,156.6,22.57,22.22,0.20
910,155.7,150.4,22.80,22.45,0.20
920,148.1,144.2,23.03,22.68,0.20
930,140.5,139.8,23.26,22.93,0.23
940,136.2,135.8,23.53,23.20,0.23
950,132.1,131.8,23.80,23.47,0.22
960,128.1,127.8,24.08,23.73,0.22
970,123.3,122.0,24.36,24.03,0.23
980,116.3,116.3,24.67,24.33,0.22
990,109.4,112.1,24.99,24.64,0.21
1000,103.1,109.9,25.31,24.97,0.22
1010,103.8,107.7,25.66,25.30,0.21
1020,104.4,105.6,26.00,25.63,0.19
1030,106.1,108.3,26.34,25.96,0.18
1040,111.8,112.8,26.66,26.28,0.18
1050,117.5,117.3,26.97,26.60,0.19
1060,123.2,122.7,27.29,26.89,0.17
1070,129.3,128.5,27.56,27.17,0.18
1080,135.5,134.3,27.82,27.45,0.19
1090,141.6,140.1,28.09,27.73,0.20
1100,146.4,143.3,28.35,27.97,0.18
1110,147.9,146.5,28.59,28.22,0.19
1120,149.3,149.7,28.83,28.46,0.19
1130,150.8,152.9,29.08,28.71,0.19
1140,151.9,149.7,29.32,28.96,0.20
1150,150.9,146.2,29.56,29.20,0.21
1160,149.9,142.8,29.80,29.45,0.21
1170,149.0,139.3,30.04,29.70,0.22
1180,148.0,133.7,30.28,29.97,0.26
1190,142.0,127.8,30.54,30.25,0.27
1200,136.0,121.9,30.80,30.53,0.29
1210,129.9,117.5,31.07,30.82,0.32
1220,124.4,115.9,31.34,31.14,0.36
1230,121.4,114.4,31.64,31.45,0.37
1240,118.4,113.0,31.94,31.76,0.38
1250,115.4,112.6,32.24,32.08,0.40
1260,115.3,112.3,32.55,32.40,0.41
1270,115.6,112.0,32.86,32.72,0.42
1280,115.9,110.7,33.17,33.05,0.44
1290,114.8,109.4,33.49,33.37,0.45
1300,112.8,108.1,33.81,33.70,0.46
1310,110.9,112.7,34.13,34.01,0.45
1320,112.4,117.7,34.44,34.32,0.45
1330,117.0,122.6,34.74,34.63,0.45
1340,121.6,128.4,35.05,34.91,0.42
1350,126.8,134.5,35.34,35.18,0.39
1360,133.8,140.6,35.60,35.44,0.40
1370,140.8,146.8,35.86,35.71,0.40
1380,147.8,144.8,36.12,35.96,0.40
1390,150.8,142.5,36.38,36.21,0.40
1400,147.8,140.3,36.63,36.47,0.40
1410,144.9,138.0,36.87,36.72,0.41
1420,141.9,128.9,37.12,37.01,0.46
1430,137.2,119.8,37.38,37.31,0.49
1440,129.2,110.7,37.66,37.60,0.50
1450,121.2,105.3,37.95,37.93,0.54
1460,113.2,102.5,38.24,38.28,0.60
1470,107.3,99.7,38.57,38.63,0.61
1480,101.8,99.3,38.92,38.99,0.63
1490,96.2,99.6,39.27,39.35,0.64
1500,98.1,100.0,39.63,39.71,0.64
1510,100.3,104.3,39.99,40.05,0.62
1520,103.5,108.7,40.35,40.39,0.60
1530,110.8,113.1,40.66,40.72,0.62
1540,118.1,117.8,40.98,41.02,0.60
1550,125.3,122.6,41.29,41.32,0.58
1560,130.9,127.4,41.56,41.62,0.62
1570,136.5,132.9,41.83,41.89,0.62
1580,142.0,138.7,42.09,42.14,0.61
1590,147.5,144.6,42.35,42.40,0.61
1600,152.8,150.5,42.58,42.66,0.64
1610,158.0,156.1,42.80,42.88,0.64
1620,163.3,161.6,43.03,43.10,0.63
1630,168.6,167.1,43.26,43.32,0.62
1640,173.0,172.5,43.46,43.54,0.64
1650,177.4,177.9,43.66,43.75,0.65
1660,181.8,183.0,43.86,43.94,0.64
1670,186.2,188.1,44.06,44.13,0.63
1680,190.6,193.2,44.26,44.32,0.62
1690,196.1,198.3,44.44,44.51,0.63
1700,201.7,203.4,44.61,44.70,0.65
1710,207.2,207.3,44.79,44.87,0.64
1720,212.8,211.0,44.96,45.04,0.64
1730,218.4,214.6,45.14,45.20,0.63
1740,223.7,218.3,45.31,45.37,0.63
1750,228.0,222.0,45.46,45.54,0.64
1760,232.2,225.7,45.61,45.71,0.66
1770,236.5,228.7,45.76,45.86,0.66
1780,240.7,231.6,45.91,46.01,0.66
1790,245.0,234.5,46.06,46.17,0.66
1800,249.2,237.4,46.22,46.32,0.66
1810,252.1,240.3,46.36,46.47,0.67
1820,253.9,243.2,46.50,46.62,0.68
1830,255.7,245.4,46.64,46.77,0.69
1840,257.5,246.6,46.78,46.92,0.70
1850,259.3,247.7,46.92,47.06,0.70
1860,261.1,248.9,47.06,47.21,0.71
1870,263.0,250.1,47.20,47.35,0.71
1880,264.3,251.2,47.34,47.50,0.72
1890,265.0,252.4,47.47,47.64,0.73
1900,265.6,253.8,47.61,47.78,0.74
1910,266.3,255.4,47.74,47.92,0.74
1920,267.0,257.1,47.88,48.06,0.74
1930,267.7,258.8,48.01,48.20,0.75
1940,268.3,260.4,48.15,48.34,0.75
1950,269.0,262.1,48.28,48.48,0.76
1960,270.2,263.8,48.42,48.62,0.76
1970,271.4,265.5,48.55,48.76,0.77
1980,272.6,267.2,48.68,48.89,0.77
1990,273.8,268.9,48.81,49.02,0.77
2000,275.0,270.6,48.94,49.15,0.77
2010,276.1,272.4,49.07,49.29,0.77
2020,277.3,274.1,49.21,49.42,0.77
2030,277.0,275.8,49.34,49.55,0.77
2040,274.8,277.5,49.47,49.68,0.77
2050,272.5,273.7,49.60,49.82,0.78
2060,270.2,267.9,49.74,49.96,0.78
2070,267.9,262.0,49.87,50.10,0.79
2080,265.7,256.1,50.01,50.24,0.80
2090,263.4,250.2,50.14,50.38,0.80
2100,261.1,244.3,50.27,50.52,0.81
2110,256.0,238.4,50.42,50.66,0.80
2120,250.6,233.9,50.57,50.81,0.81
2130,245.3,230.4,50.72,50.97,0.82
2140,240.0,226.9,50.86,51.13,0.83
2150,234.6,223.4,51.01,51.29,0.84
2160,229.3,219.9,51.16,51.45,0.85
2170,224.2,216.3,51.31,51.61,0.86
2180,219.9,212.4,51.48,51.78,0.86
2190,215.7,207.8,51.65,51.96,0.87
2200,211.5,203.1,51.82,52.14,0.88
2210,207.2,198.5,51.99,52.32,0.89
2220,203.0,193.8,52.16,52.50,0.90
2230,198.5,189.2,52.34,52.68,0.90
2240,193.5,185.4,52.53,52.87,0.90
2250,188.5,182.0,52.72,53.07,0.91
2260,183.5,178.6,52.91,53.27,0.92
2270,178.5,175.2,53.11,53.47,0.93
2280,174.1,171.8,53.30,53.67,0.93
2290,174.9,171.9,53.50,53.88,0.93
2300,175.7,173.2,53.71,54.09,0.94
2310,176.5,174.4,53.91,54.29,0.94
2320,177.4,175.7,54.12,54.50,0.94
2330,178.5,176.9,54.32,54.71,0.95
2340,180.8,178.8,54.52,54.90,0.95
2350,183.2,180.8,54.71,55.10,0.95
2360,185.5,182.8,54.91,55.30,0.95
2370,187.9,184.8,55.10,55.50,0.95
2380,190.2,186.8,55.30,55.70,0.96
2390,191.8,188.0,55.48,55.89,0.96
2400,193.5,189.1,55.67,56.08,0.97
2410,195.2,190.3,55.85,56.26,0.97
2420,196.8,191.4,56.04,56.45,0.98
2430,198.5,192.5,56.22,56.64,0.98
2440,200.6,194.6,56.40,56.83,0.99
2450,202.9,197.3,56.58,57.01,0.99
2460,205.1,200.0,56.75,57.19,0.99
2470,207.4,202.7,56.93,57.37,1.00
2480,209.7,205.4,57.10,57.55,1.00
2490,212.0,208.1,57.28,57.72,1.01
2500,214.4,211.1,57.44,57.89,1.01
2510,216.9,214.1,57.61,58.06,1.01
2520,219.3,217.0,57.77,58.22,1.01
2530,221.8,220.0,57.93,58.39,1.01
2540,224.3,223.0,58.10,58.55,1.02
2550,226.7,226.0,58.26,58.72,1.02
2560,228.0,228.0,58.42,58.87,1.02
2570,229.1,230.0,58.58,59.03,1.01
2580,230.2,232.0,58.73,59.18,1.01
2590,231.3,234.1,58.89,59.34,1.01
2600,232.3,236.1,59.04,59.49,1.01
2610,233.4,238.1,59.20,59.65,1.01
2620,234.8,240.2,59.35,59.80,1.01
2630,236.5,242.4,59.50,59.95,1.00
2640,238.1,244.6,59.65,60.09,1.00
2650,239.8,246.8,59.80,60.24,0.99
2660,241.4,249.0,59.95,60.38,0.99
2670,243.1,251.1,60.10,60.53,0.98
2680,244.7,253.3,60.25,60.68,0.98
2690,246.6,255.2,60.40,60.82,0.98
2700,248.4,257.0,60.54,60.95,0.97
2710,250.3,258.8,60.69,61.09,0.97
2720,252.1,260.6,60.83,61.23,0.96
2730,254.0,262.4,60.97,61.37,0.96
2740,255.9,264.2,61.11,61.51,0.95
2750,257.7,266.0,61.26,61.65,0.95
2760,259.3,267.6,61.40,61.78,0.95
2770,260.8,268.9,61.53,61.91,0.94
2780,262.3,270.3,61.67,62.05,0.94
2790,263.8,271.6,61.81,62.18,0.93
2800,265.3,272.9,61.94,62.31,0.93
2810,266.8,274.2,62.08,62.44,0.92
2820,268.3,275.5,62.22,62.57,0.92
2830,269.8,276.9,62.35,62.71,0.92
2840,271.2,278.4,62.48,62.83,0.91
2850,272.6,279.9,62.61,62.96,0.91
2860,274.1,281.4,62.74,63.09,0.91
2870,275.5,283.0,62.87,63.22,0.90
2880,277.0,284.5,63.00,63.34,0.90
2890,278.4,286.0,63.14,63.47,0.89
2900,279.9,287.5,63.27,63.60,0.89
2910,281.3,289.1,63.39,63.73,0.89
2920,282.6,290.3,63.52,63.85,0.89
2930,284.0,291.6,63.65,63.97,0.88
2940,285.4,292.8,63.77,64.09,0.88
2950,286.8,294.1,63.90,64.22,0.88
2960,288.2,295.3,64.02,64.34,0.87
2970,289.6,296.6,64.15,64.46,0.87
2980,291.0,297.8,64.28,64.58,0.87
2990,292.2,299.1,64.40,64.70,0.86
3000,293.4,300.4,64.52,64.82,0.86
3010,294.6,301.6,64.64,64.94,0.86
3020,295.8,302.9,64.76,65.06,0.85
3030,297.0,304.2,64.88,65.18,0.85
3040,298.3,305.4,65.01,65.29,0.85
3050,299.5,306.7,65.13,65.41,0.85
3060,300.7,308.0,65.25,65.53,0.84
3070,302.1,309.3,65.37,65.65,0.84
3080,303.7,310.1,65.48,65.77,0.84
3090,305.2,310.3,65.60,65.88,0.84
3100,306.7,310.6,65.72,66.00,0.84
3110,308.2,310.8,65.84,66.11,0.84
3120,309.8,311.0,65.95,66.23,0.84
3130,311.3,311.3,66.07,66.35,0.84
3140,312.8,311.5,66.19,66.46,0.83
3150,313.5,311.7,66.30,66.58,0.83
3160,311.3,311.9,66.42,66.69,0.83
3170,309.0,309.1,66.54,66.81,0.83
3180,306.8,305.3,66.66,66.94,0.84
3190,304.5,301.6,66.78,67.06,0.84
3200,302.3,297.8,66.90,67.18,0.84
3210,300.1,294.0,67.01,67.30,0.85
3220,297.8,290.3,67.13,67.42,0.85
3230,295.6,286.5,67.25,67.54,0.85
3240,293.6,282.7,67.37,67.66,0.85
3250,291.7,280.3,67.50,67.79,0.85
3260,289.8,279.0,67.62,67.92,0.86
3270,288.0,277.7,67.75,68.05,0.86
3280,286.1,276.4,67.87,68.18,0.87
3290,284.2,275.1,68.00,68.31,0.87
3300,282.3,273.8,68.13,68.44,0.88
3310,280.4,272.5,68.25,68.57,0.88
3320,276.4,271.2,68.38,68.70,0.88
3330,271.8,266.4,68.52,68.84,0.88
3340,267.1,261.1,68.66,68.99,0.89
3350,262.5,255.9,68.80,69.13,0.89
3360,257.8,250.6,68.93,69.27,0.90
3370,253.2,245.3,69.07,69.41,0.91
3380,248.5,240.0,69.21,69.56,0.91
3390,243.6,234.8,69.35,69.70,0.91
3400,238.5,230.8,69.51,69.86,0.91
3410,233.3,227.1,69.67,70.02,0.91
3420,228.1,223.4,69.82,70.18,0.92
3430,222.9,219.7,69.98,70.34,0.92
3440,217.7,215.9,70.14,70.51,0.93
3450,212.9,212.2,70.29,70.67,0.93
3460,212.1,210.2,70.47,70.84,0.93
3470,211.2,209.0,70.64,71.01,0.93
3480,210.4,207.8,70.81,71.18,0.94
3490,209.5,206.5,70.98,71.36,0.94
3500,208.7,205.3,71.15,71.53,0.94
3510,208.0,204.1,71.32,71.70,0.94
3520,207.8,204.3,71.49,71.88,0.95
3530,207.6,204.7,71.67,72.06,0.95
3540,207.4,205.0,71.84,72.23,0.95
3550,207.3,205.4,72.01,72.41,0.95
3560,207.1,205.7,72.19,72.58,0.95
3570,207.9,206.3,72.36,72.76,0.96
3580,209.7,207.5,72.53,72.93,0.96
3590,211.6,208.7,72.70,73.10,0.96
3600,213.5,209.9,72.87,73.27,0.96
3610,215.3,211.1,73.04,73.44,0.97
3620,217.2,212.3,73.21,73.62,0.97
3630,218.3,212.9,73.37,73.79,0.97
3640,218.8,212.8,73.54,73.96,0.98
3650,219.3,212.6,73.70,74.13,0.98
3660,219.8,212.4,73.87,74.30,0.99
3670,220.2,212.3,74.03,74.46,1.00
3680,220.7,212.1,74.19,74.63,1.00
3690,217.9,208.1,74.36,74.81,1.01
3700,211.3,200.2,74.54,75.00,1.02
3710,204.7,192.3,74.72,75.19,1.03
3720,198.2,184.3,74.90,75.38,1.04
3730,191.6,176.4,75.08,75.57,1.05
3740,185.0,168.3,75.25,75.76,1.07
3750,175.9,159.2,75.47,76.00,1.10
3760,166.4,150.2,75.69,76.24,1.11
3770,156.9,141.1,75.91,76.48,1.13
3780,147.4,132.1,76.13,76.72,1.15
3790,138.1,125.5,76.38,77.02,1.20
3800,129.6,119.0,76.66,77.31,1.21
3810,121.0,112.4,76.95,77.61,1.22
3820,112.4,107.8,77.23,77.94,1.26
3830,107.0,104.4,77.57,78.28,1.27
3840,102.1,101.0,77.91,78.62,1.27
3850,97.3,99.7,78.26,78.98,1.28
3860,99.7,99.4,78.62,79.34,1.28
3870,102.5,99.0,78.97,79.70,1.29
3880,105.0,103.5,79.33,80.04,1.28
3890,105.4,108.3,79.67,80.38,1.27
3900,105.7,113.0,80.01,80.72,1.27
3910,107.2,118.9,80.34,81.01,1.23
3920,113.2,124.8,80.66,81.31,1.21
3930,119.1,130.6,80.97,81.60,1.19
3940,125.0,136.4,81.28,81.87,1.15
3950,131.3,142.1,81.54,82.12,1.13
3960,137.6,147.8,81.81,82.37,1.12
3970,143.9,153.6,82.07,82.61,1.11
3980,150.1,159.1,82.32,82.84,1.08
3990,155.7,164.4,82.55,83.06,1.07
4000,161.2,169.8,82.77,83.27,1.06
4010,166.8,175.1,82.99,83.48,1.05
4020,172.4,180.4,83.21,83.70,1.04
4030,177.7,185.6,83.42,83.89,1.03
4040,182.9,190.8,83.61,84.07,1.02
4050,188.0,196.0,83.80,84.25,1.01
4060,193.2,201.1,83.99,84.44,1.01
4070,198.4,206.3,84.18,84.62,1.00
4080,202.6,210.2,84.37,84.80,0.99
4090,205.9,212.7,84.54,84.97,0.99
4100,209.1,215.2,84.71,85.13,0.98
4110,212.4,217.7,84.88,85.30,0.98
4120,215.6,220.2,85.05,85.46,0.98
4130,218.9,222.7,85.22,85.63,0.97
4140,221.7,225.2,85.38,85.79,0.97
4150,224.4,227.9,85.54,85.95,0.97
4160,227.1,230.5,85.70,86.10,0.96
4170,229.8,233.1,85.86,86.26,0.96
4180,232.5,235.8,86.01,86.41,0.96
4190,235.1,238.4,86.17,86.57,0.96
4200,237.7,241.0,86.32,86.72,0.96
4210,240.1,242.6,86.47,86.87,0.96
4220,242.4,244.2,86.62,87.01,0.95
4230,244.8,245.8,86.77,87.16,0.95
4240,247.1,247.4,86.91,87.31,0.95
4250,249.5,249.0,87.06,87.45,0.95
4260,251.8,250.7,87.21,87.60,0.95
4270,254.0,252.4,87.35,87.74,0.95
4280,256.1,254.6,87.49,87.88,0.95
4290,258.2,256.8,87.63,88.02,0.95
4300,260.3,259.0,87.76,88.16,0.95
4310,262.3,261.2,87.90,88.30,0.95
4320,264.4,263.4,88.04,88.43,0.95
4330,266.5,265.6,88.18,88.57,0.95
4340,268.3,267.9,88.31,88.71,0.96
4350,269.7,269.6,88.45,88.84,0.96
4360,271.0,271.3,88.58,88.97,0.96
4370,272.3,273.0,88.71,89.11,0.95
4380,273.6,274.7,88.84,89.24,0.95
4390,274.9,276.4,88.97,89.37,0.95
4400,276.3,278.1,89.11,89.50,0.95
4410,277.6,279.8,89.24,89.63,0.95
4420,279.1,280.8,89.37,89.76,0.95
4430,280.8,280.0,89.49,89.89,0.96
4440,282.4,279.2,89.62,90.02,0.96
4450,284.1,278.4,89.75,90.15,0.96
4460,285.7,277.6,89.87,90.28,0.97
4470,287.3,276.9,90.00,90.41,0.97
4480,289.0,276.1,90.13,90.54,0.97
4490,290.6,275.3,90.25,90.67,0.98
4500,289.6,273.1,90.38,90.80,0.98
4510,287.8,269.8,90.51,90.94,0.99
4520,286.1,266.5,90.63,91.07,1.00
4530,284.3,263.2,90.76,91.21,1.01
4540,282.5,259.9,90.89,91.35,1.02
4550,280.7,256.6,91.01,91.49,1.03
4560,279.0,253.3,91.14,91.62,1.04
4570,277.2,250.5,91.27,91.76,1.06
4580,273.5,248.5,91.40,91.91,1.07
4590,269.5,246.6,91.54,92.06,1.08
4600,265.5,244.7,91.68,92.20,1.09
4610,261.5,242.8,91.81,92.35,1.10
4620,257.6,240.9,91.95,92.50,1.11
4630,253.6,239.0,92.09,92.65,1.12
4640,249.6,238.1,92.22,92.79,1.13
4650,247.5,238.4,92.37,92.94,1.14
4660,246.6,238.8,92.51,93.10,1.14
4670,245.7,239.1,92.66,93.25,1.14
4680,244.8,239.4,92.81,93.40,1.15
4690,243.9,239.7,92.96,93.55,1.15
4700,243.1,240.0,93.10,93.70,1.16
4710,242.2,239.5,93.25,93.85,1.16
4720,241.8,238.9,93.40,94.00,1.16
4730,241.5,238.3,93.55,94.15,1.16
4740,241.2,237.7,93.70,94.30,1.17
4750,240.9,237.1,93.85,94.45,1.17
4760,240.6,236.5,94.00,94.61,1.17
4770,240.3,234.6,94.15,94.76,1.17
4780,239.5,229.0,94.30,94.92,1.19
4790,234.7,223.5,94.46,95.09,1.19
4800,229.9,217.9,94.62,95.25,1.20
4810,225.1,212.3,94.78,95.42,1.20
4820,220.3,206.7,94.94,95.58,1.21
4830,215.5,201.2,95.10,95.75,1.22
4840,210.7,196.0,95.26,95.94,1.25
4850,204.6,190.9,95.44,96.13,1.25
4860,198.3,185.7,95.62,96.32,1.26
4870,191.9,180.5,95.81,96.51,1.26
4880,185.6,175.4,96.00,96.71,1.27
4890,179.3,174.6,96.18,96.91,1.29
4900,176.0,174.2,96.38,97.12,1.30
4910,176.0,173.8,96.58,97.32,1.30
4920,176.0,173.4,96.79,97.53,1.30
4930,176.0,172.8,96.99,97.74,1.31
4940,176.0,170.7,97.20,97.95,1.32
4950,175.3,168.5,97.40,98.17,1.32
4960,174.0,166.4,97.61,98.38,1.33
4970,172.8,164.2,97.82,98.60,1.34
4980,171.5,160.0,98.03,98.82,1.35
4990,170.3,153.0,98.24,99.07,1.39
5000,162.2,146.0,98.47,99.31,1.40
5010,152.3,138.9,98.71,99.55,1.40
5020,142.4,133.3,98.95,99.80,1.41
5030,132.6,130.7,99.19,100.08,1.45
5040,128.8,128.2,99.46,100.36,1.46
5050,128.5,125.7,99.74,100.64,1.46
5060,128.3,126.4,100.02,100.92,1.46
5070,128.1,128.3,100.30,101.20,1.46
5080,129.5,130.3,100.58,101.48,1.46
5090,130.9,131.5,100.85,101.76,1.47
5100,132.2,128.1,101.13,102.04,1.48
5110,132.4,124.7,101.40,102.33,1.49
5120,131.0,121.3,101.68,102.61,1.50
5130,129.6,114.7,101.95,102.93,1.54
5140,128.2,106.3,102.23,103.27,1.60
5150,119.3,98.0,102.54,103.60,1.62
5160,108.6,92.4,102.87,103.98,1.67
5170,98.0,88.4,103.19,104.38,1.75
5180,91.8,84.5,103.57,104.79,1.77
5190,87.4,80.9,103.97,105.23,1.82
5200,83.8,77.4,104.38,105.67,1.85
5210,82.9,83.1,104.82,106.10,1.84
5220,82.1,89.9,105.25,106.52,1.83
5230,87.3,92.4,105.66,106.93,1.83
5240,92.9,91.2,106.06,107.32,1.82
5250,94.6,90.0,106.46,107.72,1.82
5260,91.4,92.3,106.85,108.10,1.81
5270,88.3,94.6,107.24,108.49,1.81
5280,92.1,99.4,107.63,108.86,1.79
5290,96.7,107.7,108.01,109.19,1.74
5300,102.5,116.0,108.37,109.52,1.71
5310,111.1,124.2,108.69,109.82,1.69
5320,119.6,132.4,109.01,110.09,1.64
5330,128.0,140.6,109.32,110.35,1.60
5340,134.9,148.8,109.57,110.62,1.60
5350,141.8,155.8,109.83,110.85,1.58
5360,148.7,162.1,110.08,111.07,1.54
5370,155.7,168.3,110.33,111.28,1.51
5380,162.8,174.6,110.54,111.50,1.52
5390,170.0,180.9,110.75,111.72,1.52
5400,177.2,185.4,110.96,111.90,1.50
5410,184.3,189.9,111.17,112.09,1.48
5420,191.1,194.3,111.36,112.28,1.47
5430,197.6,198.8,111.54,112.46,1.48
5440,204.0,203.3,111.71,112.65,1.50
5450,210.5,207.1,111.89,112.82,1.50
5460,216.9,210.4,112.06,112.99,1.49
5470,223.4,213.8,112.24,113.16,1.48
5480,227.9,217.1,112.39,113.33,1.49
5490,231.9,220.5,112.54,113.49,1.51
5500,235.8,223.8,112.70,113.66,1.52
5510,239.7,226.7,112.85,113.82,1.53
5520,243.7,229.3,113.00,113.97,1.54
5530,247.6,231.9,113.15,114.13,1.54
5540,251.5,234.6,113.30,114.28,1.54
5550,255.2,237.2,113.44,114.44,1.56
5560,258.9,239.8,113.57,114.59,1.58
5570,262.5,242.3,113.71,114.74,1.60
5580,266.2,244.3,113.84,114.89,1.60
5590,269.9,246.4,113.98,115.03,1.61
5600,273.6,248.4,114.12,115.18,1.62
5610,277.2,250.4,114.25,115.32,1.63
5620,276.2,252.4,114.39,115.47,1.64
5630,273.9,254.5,114.52,115.61,1.65
5640,271.7,255.7,114.65,115.75,1.66
5650,269.4,254.6,114.79,115.90,1.67
5660,267.1,253.4,114.92,116.04,1.68
5670,264.8,252.3,115.05,116.18,1.69
5680,262.6,251.2,115.19,116.33,1.70
5690,259.6,250.0,115.32,116.47,1.70
5700,254.9,248.9,115.47,116.61,1.70
5710,250.2,246.9,115.62,116.76,1.70
5720,245.5,242.4,115.77,116.91,1.71
5730,240.8,238.0,115.91,117.07,1.71
5740,236.1,233.5,116.06,117.22,1.72
5750,231.4,229.0,116.21,117.37,1.73
5760,227.1,224.6,116.36,117.53,1.73
5770,223.3,220.1,116.53,117.68,1.71
5780,219.5,215.7,116.69,117.85,1.72
5790,215.7,211.3,116.86,118.03,1.73
5800,211.9,207.0,117.02,118.20,1.74
5810,208.1,202.6,117.19,118.38,1.74
5820,203.9,198.3,117.37,118.55,1.74
5830,199.2,193.9,117.55,118.72,1.73
5840,194.6,189.8,117.74,118.92,1.74
5850,189.9,185.7,117.92,119.12,1.75
5860,185.3,181.6,118.11,119.31,1.76
5870,180.7,177.4,118.30,119.51,1.77
5880,177.4,173.3,118.51,119.71,1.76
5890,174.1,172.4,118.71,119.91,1.76
5900,170.7,171.8,118.92,120.12,1.76
5910,167.4,171.2,119.13,120.33,1.76
5920,165.4,170.5,119.34,120.54,1.76
5930,166.6,170.2,119.55,120.75,1.76
5940,167.9,171.4,119.77,120.96,1.75
5950,169.2,172.7,119.98,121.17,1.75
5960,170.5,173.9,120.20,121.38,1.74
5970,172.0,175.2,120.41,121.59,1.74
5980,173.7,176.8,120.61,121.79,1.74
5990,175.3,179.2,120.82,121.99,1.73
6000,176.9,181.6,121.02,122.19,1.72
6010,178.6,184.0,121.23,122.38,1.72
6020,180.8,186.3,121.43,122.58,1.72
6030,183.1,186.8,121.62,122.78,1.72
6040,185.4,182.7,121.82,122.98,1.73
6050,187.8,178.7,122.01,123.18,1.74
6060,190.1,174.7,122.20,123.39,1.74
6070,185.7,170.6,122.41,123.59,1.74
6080,177.1,164.3,122.62,123.81,1.75
6090,168.4,153.7,122.83,124.05,1.78
6100,159.7,143.1,123.04,124.30,1.82
