frame,t_lap,ocr
1365,273.0,GPSSpeedkm/h 150
1366,273.2,GPSSpeedkm/h 156
1367,273.4,GPSSpeedkm/h 163
1368,273.6,GPSSpeedkm/h 170
1369,273.8,GPSSpeedkm/h 174
1370,274.0,GPSSpeedkm/h 182
1371,274.2,GPSSpeedkm/h 187
1372,274.4,GPSSpeedkm/h 191
1373,274.6,GPSSpeedkm/h 188
1374,274.8,GPSSpeedkm/h 181
1375,275.0,GPSSpeedkm/h 169
1376,275.2,GPSSpeedkm/h 158
1377,275.4,GPSSpeedkm/h 149
1378,275.6,GPSSpeedkm/h 142
1379,275.8,GPSSpeedkm/h 138
1380,276.0,GPSSpeedkm/h 133
1381,276.2,GPSSpeedkm/h 129
1382,276.4,GPSSpeedkm/h 122
1383,276.6,GPSSpeedkm/h 117
1384,276.8,GPSSpeedkm/h 115
1385,277.0,GPSSpeedkm/h 116
1386,277.2,GPSSpeedkm/h 116
1387,277.4,GPSSpeedkm/h 116
1388,277.6,GPSSpeedkm/h 119
1389,277.8,GPSSpeedkm/h 121
1390,278.0,GPSSpeedkm/h 127
1391,278.2,GPSSpeedkm/h 130
1392,278.4,GPSSpeedkm/h 134
1393,278.6,GPSSpeedkm/h 138
1394,278.8,GPSSpeedkm/h 142
1395,279.0,GPSSpeedkm/h 147
1396,279.2,GPSSpeedkm/h 152
1397,279.4,GPSSpeedkm/h 156
1398,279.6,GPSSpeedkm/h 160
1399,279.8,GPSSpeedkm/h 164
1400,280.0,GPSSpeedkm/h 169
1401,280.2,GPSSpeedkm/h 173
1402,280.4,GPSSpeedkm/h 178
1403,280.6,GPSSpeedkm/h 182
1404,280.8,GPSSpeedkm/h 189
1405,281.0,GPSSpeedkm/h 194
1406,281.2,GPSSpeedkm/h 191
1407,281.4,GPSSpeedkm/h 181
1408,281.6,GPSSpeedkm/h 170
1409,281.8,GPSSpeedkm/h 156
1410,282.0,GPSSpeedkm/h 146
1411,282.2,GPSSpeedkm/h 138
1412,282.4,GPSSpeedkm/h 133
1413,282.6,GPSSpeedkm/h 129
1414,282.8,GPSSpeedkm/h 125
1415,283.0,GPSSpeedkm/h 122
1416,283.2,GPSSpeedkm/h 119
1417,283.4,GPSSpeedkm/h 115
1418,283.6,GPSSpeedkm/h 112
1419,283.8,GPSSpeedkm/h 109
1420,284.0,GPSSpeedkm/h 106
1421,284.2,GPSSpeedkm/h 107
1422,284.4,GPSSpeedkm/h 109
1423,284.6,GPSSpeedkm/h 112
1424,284.8,GPSSpeedkm/h 115
1425,285.0,GPSSpeedkm/h 121
1426,285.2,GPSSpeedkm/h 129
1427,285.4,GPSSpeedkm/h 137
1428,285.6,GPSSpeedkm/h 142
1429,285.8,GPSSpeedkm/h 147
1430,286.0,GPSSpeedkm/h 153
1431,286.2,GPSSpeedkm/h 156
1432,286.4,GPSSpeedkm/h 157
1433,286.6,GPSSpeedkm/h 159
1434,286.8,GPSSpeedkm/h 161
1435,287.0,GPSSpeedkm/h 166
1436,287.2,GPSSpeedkm/h 170
1437,287.4,GPSSpeedkm/h 175
1438,287.6,GPSSpeedkm/h 180
1439,287.8,GPSSpeedkm/h 184
1440,288.0,GPSSpeedkm/h 190
1441,288.2,GPSSpeedkm/h 195
1442,288.4,GPSSpeedkm/h 199
1443,288.6,GPSSpeedkm/h 203
1444,288.8,GPSSpeedkm/h 204
1445,289.0,GPSSpeedkm/h 207
1446,289.2,GPSSpeedkm/h 209
1447,289.4,GPSSpeedkm/h 209
1448,289.6,GPSSpeedkm/h 210
1449,289.8,GPSSpeedkm/h 211
1450,290.0,GPSSpeedkm/h 215
1451,290.2,GPSSpeedkm/h 217
1452,290.4,GPSSpeedkm/h 219
1453,290.6,GPSSpeedkm/h 219
1454,290.8,GPSSpeedkm/h 220 
1455,291.0,GPSSpeedkm/h 227
1456,291.2,GPSSpeedkm/h 230
1457,291.4,GPSSpeedkm/h 232
1458,291.6,GPSSpeedkm/h 236
1459,291.8,GPSSpeedkm/h 238
1460,292.0,GPSSpeedkm/h 240
1461,292.2,GPSSpeedkm/h 242
1462,292.4,GPSSpeedkm/h 244
1463,292.6,GPSSpeedkm/h 241
1464,292.8,GPSSpeedkm/h 234
1465,293.0,GPSSpeedkm/h 224
1466,293.2,GPSSpeedkm/h 220 
1467,293.4,GPSSpeedkm/h 219
1468,293.6,GPSSpeedkm/h 213
1469,293.8,GPSSpeedkm/h 206
1470,294.0,GPSSpeedkm/h 191
1471,294.2,GPSSpeedkm/h 182
1472,294.4,GPSSpeedkm/h 175
1473,294.6,GPSSpeedkm/h 172
1474,294.8,GPSSpeedkm/h 169
1475,295.0,GPSSpeedkm/h 164
1476,295.2,GPSSpeedkm/h 159
1477,295.4,GPSSpeedkm/h 156
1478,295.6,GPSSpeedkm/h 151
1479,295.8,GPSSpeedkm/h 150
1480,296.0,GPSSpeedkm/h 152
1481,296.2,GPSSpeedkm/h 153
1482,296.4,GPSSpeedkm/h 155
1483,296.6,GPSSpeedkm/h 158
1484,296.8,GPSSpeedkm/h 160
1485,297.0,GPSSpeedkm/h 163
1486,297.2,GPSSpeedkm/h 164
1487,297.4,GPSSpeedkm/h 166
1488,297.6,GPSSpeedkm/h 168
1489,297.8,GPSSpeedkm/h 171
1490,298.0,GPSSpeedkm/h 177
1491,298.2,GPSSpeedkm/h 181
1492,298.4,GPSSpeedkm/h 186
1493,298.6,GPSSpeedkm/h 189
1494,298.8,GPSSpeedkm/h 189
1495,299.0,GPSSpeedkm/h 190
1496,299.2,GPSSpeedkm/h 190
1497,299.4,GPSSpeedkm/h 190
1498,299.6,GPSSpeedkm/h 193
1499,299.8,GPSSpeedkm/h 195
1500,300.0,GPSSpeedkm/h 199
1501,300.2,GPSSpeedkm/h 201
1502,300.4,GPSSpeedkm/h 203
1503,300.6,GPSSpeedkm/h 206
1504,300.8,GPSSpeedkm/h 209
1505,301.0,GPSSpeedkm/h 213
1506,301.2,GPSSpeedkm/h 217
1507,301.4,GPSSpeedkm/h 221
1508,301.6,GPSSpeedkm/h 225
1509,301.8,GPSSpeedkm/h 227
1510,302.0,GPSSpeedkm/h 227
1511,302.2,GPSSpeedkm/h 227
1512,302.4,GPSSpeedkm/h 226
1513,302.6,GPSSpeedkm/h 225
1514,302.8,GPSSpeedkm/h 225
1515,303.0,GPSSpeedkm/h 225
1516,303.2,GPSSpeedkm/h 225
1517,303.4,GPSSpeedkm/h 225
1518,303.6,GPSSpeedkm/h 226
1519,303.8,GPSSpeedkm/h 227
1520,304.0,GPSSpeedkm/h 231
1521,304.2,GPSSpeedkm/h 230
1522,304.4,GPSSpeedkm/h 226 
1523,304.6,GPSSpeedkm/h 222 
1524,304.8,GPSSpeedkm/h 219
1525,305.0,GPSSpeedkm/h 214
1526,305.2,GPSSpeedkm/h 211
1527,305.4,GPSSpeedkm/h 211
1528,305.6,GPSSpeedkm/h 211
1529,305.8,GPSSpeedkm/h 212
1530,306.0,GPSSpeedkm/h 213
1531,306.2,GPSSpeedkm/h 215
1532,306.4,GPSSpeedkm/h 217
1533,306.6,GPSSpeedkm/h 219
1534,306.8,GPSSpeedkm/h 221
1535,307.0,GPSSpeedkm/h 223
1536,307.2,GPSSpeedkm/h 225
1537,307.4,GPSSpeedkm/h 227
1538,307.6,GPSSpeedkm/h 229
1539,307.8,GPSSpeedkm/h 232
1540,308.0,GPSSpeedkm/h 235
1541,308.2,GPSSpeedkm/h 239
1542,308.4,GPSSpeedkm/h 242
1543,308.6,GPSSpeedkm/h 243
1544,308.8,GPSSpeedkm/h 246
1545,309.0,GPSSpeedkm/h 248
1546,309.2,GPSSpeedkm/h 249
1547,309.4,GPSSpeedkm/h 249
1548,309.6,GPSSpeedkm/h 252
1549,309.8,GPSSpeedkm/h 254
1550,310.0,GPSSpeedkm/h 256
1551,310.2,GPSSpeedkm/h 258
1552,310.4,GPSSpeedkm/h 261
1553,310.6,GPSSpeedkm/h 263
1554,310.8,GPSSpeedkm/h 265
1555,311.0,GPSSpeedkm/h 267
1556,311.2,GPSSpeedkm/h 269
1557,311.4,GPSSpeedkm/h 271
1558,311.6,GPSSpeedkm/h 272
1559,311.8,GPSSpeedkm/h 274
1560,312.0,GPSSpeedkm/h 276
1561,312.2,GPSSpeedkm/h 278
1562,312.4,GPSSpeedkm/h 275
1563,312.6,GPSSpeedkm/h 269
1564,312.8,GPSSpeedkm/h 261
1565,313.0,GPSSpeedkm/h 248
1566,313.2,GPSSpeedkm/h 235
1567,313.4,GPSSpeedkm/h 224
1568,313.6,GPSSpeedkm/h 214
1569,313.8,GPSSpeedkm/h 207
1570,314.0,GPSSpeedkm/h 197
1571,314.2,GPSSpeedkm/h 192
1572,314.4,GPSSpeedkm/h 188
1573,314.6,GPSSpeedkm/h 185
1574,314.8,GPSSpeedkm/h 183
1575,315.0,GPSSpeedkm/h 182
1576,315.2,GPSSpeedkm/h 180
1577,315.4,GPSSpeedkm/h 178
1578,315.6,GPSSpeedkm/h 177
1579,315.8,GPSSpeedkm/h 175
1580,316.0,GPSSpeedkm/h 174
1581,316.2,GPSSpeedkm/h 173
1582,316.4,GPSSpeedkm/h 173
1583,316.6,GPSSpeedkm/h 174
1584,316.8,GPSSpeedkm/h 175
1585,317.0,GPSSpeedkm/h 173
1586,317.2,GPSSpeedkm/h 168
1587,317.4,GPSSpeedkm/h 161
1588,317.6,GPSSpeedkm/h 153
1589,317.8,GPSSpeedkm/h 148
1590,318.0,GPSSpeedkm/h 141
1591,318.2,GPSSpeedkm/h 138
1592,318.4,GPSSpeedkm/h 136
1593,318.6,GPSSpeedkm/h 133
1594,318.8,GPSSpeedkm/h 131
1595,319.0,GPSSpeedkm/h 130
1596,319.2,GPSSpeedkm/h 130
1597,319.4,GPSSpeedkm/h 131
1598,319.6,GPSSpeedkm/h 132
1599,319.8,GPSSpeedkm/h 133
1600,320.0,GPSSpeedkm/h 135
1601,320.2,GPSSpeedkm/h 138
1602,320.4,GPSSpeedkm/h 142
1603,320.6,GPSSpeedkm/h 147
1604,320.8,GPSSpeedkm/h 150
1605,321.0,GPSSpeedkm/h 155
1606,321.2,GPSSpeedkm/h 160
1607,321.4,GPSSpeedkm/h 164
1608,321.6,GPSSpeedkm/h 170
1609,321.8,GPSSpeedkm/h 173
1610,322.0,GPSSpeedkm/h 178
1611,322.2,GPSSpeedkm/h 183
1612,322.4,GPSSpeedkm/h 187
1613,322.6,GPSSpeedkm/h 193
1614,322.8,GPSSpeedkm/h 191
1615,323.0,GPSSpeedkm/h 182
1616,323.2,GPSSpeedkm/h 171
1617,323.4,GPSSpeedkm/h 159
1618,323.6,GPSSpeedkm/h 149
1619,323.8,GPSSpeedkm/h 140
1620,324.0,GPSSpeedkm/h 130
1621,324.2,GPSSpeedkm/h 125
1622,324.4,GPSSpeedkm/h 119
1623,324.6,GPSSpeedkm/h 114
1624,324.8,GPSSpeedkm/h 110
1625,325.0,GPSSpeedkm/h 108
1626,325.2,GPSSpeedkm/h 108
1627,325.4,GPSSpeedkm/h 106
1628,325.6,GPSSpeedkm/h 105
1629,325.8,GPSSpeedkm/h 105
1630,326.0,GPSSpeedkm/h 107
1631,326.2,GPSSpeedkm/h 109
1632,326.4,GPSSpeedkm/h 112
1633,326.6,GPSSpeedkm/h 116
1634,326.8,GPSSpeedkm/h 120
1635,327.0,GPSSpeedkm/h 125
1636,327.2,GPSSpeedkm/h 132
1637,327.4,GPSSpeedkm/h 139
1638,327.6,GPSSpeedkm/h 145
1639,327.8,GPSSpeedkm/h 150
1640,328.0,GPSSpeedkm/h 157
1641,328.2,GPSSpeedkm/h 162
1642,328.4,GPSSpeedkm/h 167
1643,328.6,GPSSpeedkm/h 172
1644,328.8,GPSSpeedkm/h 176
1645,329.0,GPSSpeedkm/h 182
1646,329.2,GPSSpeedkm/h 188
1647,329.4,GPSSpeedkm/h 192
1648,329.6,GPSSpeedkm/h 196
1649,329.8,GPSSpeedkm/h 200
1650,330.0,GPSSpeedkm/h 204
1651,330.2,GPSSpeedkm/h 208
1652,330.4,GPSSpeedkm/h 212
1653,330.6,GPSSpeedkm/h 215
1654,330.8,GPSSpeedkm/h 217
1655,331.0,GPSSpeedkm/h 220 
1656,331.2,GPSSpeedkm/h 219
1657,331.4,GPSSpeedkm/h 210
1658,331.6,GPSSpeedkm/h 203
1659,331.8,GPSSpeedkm/h 193
1660,332.0,GPSSpeedkm/h 182
1661,332.2,GPSSpeedkm/h 174
1662,332.4,GPSSpeedkm/h 166
1663,332.6,GPSSpeedkm/h 162
1664,332.8,GPSSpeedkm/h 158
1665,333.0,GPSSpeedkm/h 156
1666,333.2,GPSSpeedkm/h 153
1667,333.4,GPSSpeedkm/h 152
1668,333.6,GPSSpeedkm/h 153
1669,333.8,GPSSpeedkm/h 157
1670,334.0,GPSSpeedkm/h 159
1671,334.2,GPSSpeedkm/h 162
1672,334.4,GPSSpeedkm/h 168
1673,334.6,GPSSpeedkm/h 170
1674,334.8,GPSSpeedkm/h 172
1675,335.0,GPSSpeedkm/h 174
1676,335.2,GPSSpeedkm/h 177
1677,335.4,GPSSpeedkm/h 181
1678,335.6,GPSSpeedkm/h 184
1679,335.8,GPSSpeedkm/h 185
1680,336.0,GPSSpeedkm/h 185
1681,336.2,GPSSpeedkm/h 185
1682,336.4,GPSSpeedkm/h 184
1683,336.6,GPSSpeedkm/h 184
1684,336.8,GPSSpeedkm/h 183
1685,337.0,GPSSpeedkm/h 184
1686,337.2,GPSSpeedkm/h 182
1687,337.4,GPSSpeedkm/h 182
1688,337.6,GPSSpeedkm/h 183
1689,337.8,GPSSpeedkm/h 184
1690,338.0,GPSSpeedkm/h 183
1691,338.2,GPSSpeedkm/h 185
1692,338.4,GPSSpeedkm/h 188
1693,338.6,GPSSpeedkm/h 191
1694,338.8,GPSSpeedkm/h 193
1695,339.0,GPSSpeedkm/h 195
1696,339.2,GPSSpeedkm/h 196
1697,339.4,GPSSpeedkm/h 199
1698,339.6,GPSSpeedkm/h 200
1699,339.8,GPSSpeedkm/h 203
1700,340.0,GPSSpeedkm/h 205
1701,340.2,GPSSpeedkm/h 209
1702,340.4,GPSSpeedkm/h 212
1703,340.6,GPSSpeedkm/h 215
1704,340.8,GPSSpeedkm/h 218
1705,341.0,GPSSpeedkm/h 221
1706,341.2,GPSSpeedkm/h 224
1707,341.4,GPSSpeedkm/h 227
1708,341.6,GPSSpeedkm/h 231
1709,341.8,GPSSpeedkm/h 234
1710,342.0,GPSSpeedkm/h 238
1711,342.2,GPSSpeedkm/h 240
1712,342.4,GPSSpeedkm/h 243
1713,342.6,GPSSpeedkm/h 245
1714,342.8,GPSSpeedkm/h 248
1715,343.0,GPSSpeedkm/h 251
1716,343.2,GPSSpeedkm/h 253
1717,343.4,GPSSpeedkm/h 256
1718,343.6,GPSSpeedkm/h 258
1719,343.8,GPSSpeedkm/h 261
1720,344.0,GPSSpeedkm/h 263
1721,344.2,GPSSpeedkm/h 266
1722,344.4,GPSSpeedkm/h 268
1723,344.6,GPSSpeedkm/h 271
1724,344.8,GPSSpeedkm/h 273
1725,345.0,GPSSpeedkm/h 275
1726,345.2,GPSSpeedkm/h 277
1727,345.4,GPSSpeedkm/h 279
1728,345.6,GPSSpeedkm/h 281
1729,345.8,GPSSpeedkm/h 282
1730,346.0,GPSSpeedkm/h 285
1731,346.2,GPSSpeedkm/h 286
1732,346.4,GPSSpeedkm/h 289
1733,346.6,GPSSpeedkm/h 290
1734,346.8,GPSSpeedkm/h 292 
1735,347.0,GPSSpeedkm/h 293
1736,347.2,GPSSpeedkm/h 295
1737,347.4,GPSSpeedkm/h 297
1738,347.6,GPSSpeedkm/h 298
1739,347.8,GPSSpeedkm/h 300
1740,348.0,GPSSpeedkm/h 301
1741,348.2,GPSSpeedkm/h 302
1742,348.4,GPSSpeedkm/h 304
1743,348.6,GPSSpeedkm/h 305
1744,348.8,GPSSpeedkm/h 306
1745,349.0,GPSSpeedkm/h 307
1746,349.2,GPSSpeedkm/h 308
1747,349.4,GPSSpeedkm/h 309
1748,349.6,GPSSpeedkm/h 309
1749,349.8,GPSSpeedkm/h 311
1750,350.0,GPSSpeedkm/h 312
1751,350.2,GPSSpeedkm/h 312
1752,350.4,GPSSpeedkm/h 313
1753,350.6,GPSSpeedkm/h 314
1754,350.8,GPSSpeedkm/h 315
1755,351.0,GPSSpeedkm/h 316
1756,351.2,GPSSpeedkm/h 317
1757,351.4,GPSSpeedkm/h 318
1758,351.6,GPSSpeedkm/h 318
1759,351.8,GPSSpeedkm/h 319
1760,352.0,GPSSpeedkm/h 320
1761,352.2,GPSSpeedkm/h 321
1762,352.4,GPSSpeedkm/h 321
1763,352.6,GPSSpeedkm/h 322
1764,352.8,GPSSpeedkm/h 323
1765,353.0,GPSSpeedkm/h 323
1766,353.2,GPSSpeedkm/h 324
1767,353.4,GPSSpeedkm/h 325
1768,353.6,GPSSpeedkm/h 325
1769,353.8,GPSSpeedkm/h 326
1770,354.0,GPSSpeedkm/h 326
1771,354.2,GPSSpeedkm/h 327
1772,354.4,GPSSpeedkm/h 327
1773,354.6,GPSSpeedkm/h 328
1774,354.8,GPSSpeedkm/h 328
1775,355.0,GPSSpeedkm/h 329
1776,355.2,GPSSpeedkm/h 329
1777,355.4,GPSSpeedkm/h 329
1778,355.6,GPSSpeedkm/h 330
1779,355.8,GPSSpeedkm/h 330
1780,356.0,GPSSpeedkm/h 330
1781,356.2,GPSSpeedkm/h 331
1782,356.4,GPSSpeedkm/h 331
1783,356.6,GPSSpeedkm/h 331
1784,356.8,GPSSpeedkm/h 332
1785,357.0,GPSSpeedkm/h 332
1786,357.2,GPSSpeedkm/h 332
1787,357.4,GPSSpeedkm/h 332
1788,357.6,GPSSpeedkm/h 332
1789,357.8,GPSSpeedkm/h 333
1790,358.0,GPSSpeedkm/h 333
1791,358.2,GPSSpeedkm/h 333
1792,358.4,GPSSpeedkm/h 333
1793,358.6,GPSSpeedkm/h 333
1794,358.8,GPSSpeedkm/h 334
1795,359.0,GPSSpeedkm/h 334
1796,359.2,GPSSpeedkm/h 334
1797,359.4,GPSSpeedkm/h 334
1798,359.6,GPSSpeedkm/h 334
1799,359.8,GPSSpeedkm/h 334
1800,360.0,GPSSpeedkm/h 335
1801,360.2,GPSSpeedkm/h 335
1802,360.4,GPSSpeedkm/h 335
1803,360.6,GPSSpeedkm/h 335
1804,360.8,GPSSpeedkm/h 335
1805,361.0,GPSSpeedkm/h 336
1806,361.2,GPSSpeedkm/h 336
1807,361.4,GPSSpeedkm/h 336
1808,361.6,GPSSpeedkm/h 336
1809,361.8,GPSSpeedkm/h 336
1810,362.0,GPSSpeedkm/h 336
1811,362.2,GPSSpeedkm/h 336
1812,362.4,GPSSpeedkm/h 336
1813,362.6,GPSSpeedkm/h 337
1814,362.8,GPSSpeedkm/h 337
1815,363.0,GPSSpeedkm/h 337
1816,363.2,GPSSpeedkm/h 338
1817,363.4,GPSSpeedkm/h 338
1818,363.6,GPSSpeedkm/h 338
1819,363.8,GPSSpeedkm/h 338
1820,364.0,GPSSpeedkm/h 339
1821,364.2,GPSSpeedkm/h 339
1822,364.4,GPSSpeedkm/h 339
1823,364.6,GPSSpeedkm/h 339
1824,364.8,GPSSpeedkm/h 339
1825,365.0,GPSSpeedkm/h 338
1826,365.2,GPSSpeedkm/h 339
1827,365.4,GPSSpeedkm/h 340
1828,365.6,GPSSpeedkm/h 341
1829,365.8,GPSSpeedkm/h 341
1830,366.0,GPSSpeedkm/h 339
1831,366.2,GPSSpeedkm/h 339
1832,366.4,GPSSpeedkm/h 340
1833,366.6,GPSSpeedkm/h 340
1834,366.8,GPSSpeedkm/h 341
1835,367.0,GPSSpeedkm/h 341
1836,367.2,GPSSpeedkm/h 342
1837,367.4,GPSSpeedkm/h 342
1838,367.6,GPSSpeedkm/h 342
1839,367.8,GPSSpeedkm/h 339
1840,368.0,GPSSpeedkm/h 334
1841,368.2,GPSSpeedkm/h 325
1842,368.4,GPSSpeedkm/h 324
1843,368.6,GPSSpeedkm/h 320
1844,368.8,GPSSpeedkm/h 309
1845,369.0,GPSSpeedkm/h 305
1846,369.2,GPSSpeedkm/h 304
1847,369.4,GPSSpeedkm/h 301
1848,369.6,GPSSpeedkm/h 298
1849,369.8,GPSSpeedkm/h 293
1850,370.0,GPSSpeedkm/h 287
1851,370.2,GPSSpeedkm/h 282
1852,370.4,GPSSpeedkm/h 280
1853,370.6,GPSSpeedkm/h 278
1854,370.8,GPSSpeedkm/h 277
1855,371.0,GPSSpeedkm/h 274
1856,371.2,GPSSpeedkm/h 272
1857,371.4,GPSSpeedkm/h 269
1858,371.6,GPSSpeedkm/h 264
1859,371.8,GPSSpeedkm/h 255
1860,372.0,GPSSpeedkm/h 244
1861,372.2,GPSSpeedkm/h 231
1862,372.4,GPSSpeedkm/h 219
1863,372.6,GPSSpeedkm/h 209
1864,372.8,GPSSpeedkm/h 199
1865,373.0,GPSSpeedkm/h 191
1866,373.2,GPSSpeedkm/h 184
1867,373.4,GPSSpeedkm/h 177
1868,373.6,GPSSpeedkm/h 170
1869,373.8,GPSSpeedkm/h 160
1870,374.0,GPSSpeedkm/h 151
1871,374.2,GPSSpeedkm/h 141
1872,374.4,GPSSpeedkm/h 133
1873,374.6,GPSSpeedkm/h 123
1874,374.8,GPSSpeedkm/h 115
1875,375.0,GPSSpeedkm/h 107
1876,375.2,GPSSpeedkm/h 102
1877,375.4,GPSSpeedkm/h 099
1878,375.6,GPSSpeedkm/h 095
1879,375.8,GPSSpeedkm/h 094
1880,376.0,GPSSpeedkm/h 091
1881,376.2,GPSSpeedkm/h 092
1882,376.4,GPSSpeedkm/h 095
1883,376.6,GPSSpeedkm/h 098
1884,376.8,GPSSpeedkm/h 101
1885,377.0,GPSSpeedkm/h 108
1886,377.2,GPSSpeedkm/h 115
1887,377.4,GPSSpeedkm/h 121
1888,377.6,GPSSpeedkm/h 122
1889,377.8,GPSSpeedkm/h 122
1890,378.0,GPSSpeedkm/h 122
1891,378.2,GPSSpeedkm/h 122
1892,378.4,GPSSpeedkm/h 121
1893,378.6,GPSSpeedkm/h 122
1894,378.8,GPSSpeedkm/h 123
1895,379.0,GPSSpeedkm/h 126
1896,379.2,GPSSpeedkm/h 126
1897,379.4,GPSSpeedkm/h 119
1898,379.6,GPSSpeedkm/h 112
1899,379.8,GPSSpeedkm/h 108
1900,380.0,GPSSpeedkm/h 105
1901,380.2,GPSSpeedkm/h 102
1902,380.4,GPSSpeedkm/h 100
1903,380.6,GPSSpeedkm/h 097
1904,380.8,GPSSpeedkm/h 095
1905,381.0,GPSSpeedkm/h 095
1906,381.2,GPSSpeedkm/h 096
1907,381.4,GPSSpeedkm/h 094
1908,381.6,GPSSpeedkm/h 094
1909,381.8,GPSSpeedkm/h 096
1910,382.0,GPSSpeedkm/h 098
