lap_t,speed_kmh,s_m
105.560,78.0,5275.4
105.600,77.0,5276.3
105.640,77.0,5277.2
105.680,77.0,5278.0
105.720,77.0,5278.9
105.760,77.0,5279.7
105.800,78.0,5280.6
105.840,78.0,5281.5
105.880,78.0,5282.3
105.920,79.0,5283.2
105.960,79.0,5284.1
106.000,81.0,5285.0
106.040,81.0,5285.9
106.080,81.0,5286.8
106.120,83.0,5287.7
106.160,83.0,5288.6
106.200,85.0,5289.5
106.240,85.0,5290.5
106.280,85.0,5291.4
106.320,87.0,5292.4
106.360,87.0,5293.3
106.400,90.0,5294.3
106.440,90.0,5295.3
106.480,90.0,5296.3
106.520,91.0,5297.3
106.560,91.0,5298.3
106.600,93.0,5299.4
106.640,93.0,5300.4
106.680,93.0,5301.4
106.720,93.0,5302.5
106.760,93.0,5303.5
106.800,92.0,5304.5
106.840,92.0,5305.5
106.880,92.0,5306.6
106.920,93.0,5307.6
106.960,93.0,5308.6
107.000,93.0,5309.7
107.040,93.0,5310.7
107.080,93.0,5311.7
107.120,93.0,5312.8
107.160,93.0,5313.8
107.200,94.0,5314.8
107.240,94.0,5315.9
107.280,94.0,5316.9
107.320,93.0,5318.0
107.360,93.0,5319.0
107.400,92.0,5320.0
107.440,92.0,5321.0
107.480,92.0,5322.1
107.520,92.0,5323.1
107.560,92.0,5324.1
107.600,91.0,5325.1
107.640,91.0,5326.1
107.680,91.0,5327.2
107.720,90.0,5328.2
107.760,90.0,5329.2
107.800,90.0,5330.2
107.840,90.0,5331.2
107.880,90.0,5332.2
107.920,89.0,5333.2
107.960,89.0,5334.1
108.000,88.0,5335.1
108.040,88.0,5336.1
108.080,88.0,5337.1
108.120,89.0,5338.1
108.160,89.0,5339.1
108.200,89.0,5340.0
108.240,89.0,5341.0
108.280,89.0,5342.0
108.320,90.0,5343.0
108.360,90.0,5344.0
108.400,90.0,5345.0
108.440,90.0,5346.0
108.480,90.0,5347.0
108.520,92.0,5348.0
108.560,92.0,5349.1
108.600,94.0,5350.1
108.640,94.0,5351.1
108.680,94.0,5352.2
108.720,96.0,5353.2
108.760,96.0,5354.3
108.800,98.0,5355.4
108.840,98.0,5356.5
108.880,98.0,5357.6
108.920,100.0,5358.7
108.960,100.0,5359.8
109.000,103.0,5360.9
109.040,103.0,5362.0
109.080,103.0,5363.2
109.120,105.0,5364.3
109.160,105.0,5365.5
109.200,105.0,5366.7
109.240,108.0,5367.9
109.280,108.0,5369.1
109.320,110.0,5370.3
109.360,110.0,5371.5
109.400,113.0,5372.7
109.440,113.0,5374.0
109.480,113.0,5375.2
109.520,115.0,5376.5
109.560,115.0,5377.8
109.600,118.0,5379.1
109.640,118.0,5380.4
109.680,118.0,5381.7
109.720,121.0,5383.0
109.760,121.0,5384.4
109.800,124.0,5385.7
109.840,124.0,5387.1
109.880,124.0,5388.5
109.920,127.0,5389.9
109.960,127.0,5391.3
110.000,130.0,5392.7
110.040,130.0,5394.2
110.080,130.0,5395.6
110.120,133.0,5397.1
110.160,133.0,5398.5
110.200,136.0,5400.0
110.240,136.0,5401.6
110.280,136.0,5403.1
110.320,139.0,5404.6
110.360,139.0,5406.1
110.400,143.0,5407.7
110.440,143.0,5409.3
110.480,143.0,5410.9
110.520,145.0,5412.5
110.560,145.0,5414.1
110.600,149.0,5415.7
110.640,149.0,5417.4
110.680,149.0,5419.0
110.720,152.0,5420.7
110.760,152.0,5422.4
110.800,155.0,5424.1
110.840,155.0,5425.8
110.880,155.0,5427.5
110.920,157.0,5429.3
110.960,157.0,5431.0
111.000,161.0,5432.8
111.040,161.0,5434.6
111.080,161.0,5436.4
111.120,163.0,5438.2
111.160,163.0,5440.0
111.200,167.0,5441.8
111.240,167.0,5443.7
111.280,167.0,5445.5
111.320,169.0,5447.4
111.360,169.0,5449.3
111.400,172.0,5451.2
111.440,172.0,5453.1
111.480,172.0,5455.0
111.520,175.0,5456.9
111.560,175.0,5458.9
111.600,178.0,5460.8
111.640,178.0,5462.8
111.680,178.0,5464.8
111.720,181.0,5466.8
111.760,181.0,5468.8
111.800,183.0,5470.8
111.840,183.0,5472.8
111.880,183.0,5474.9
111.920,186.0,5476.9
111.960,186.0,5479.0
112.000,188.0,5481.1
112.040,188.0,5483.2
112.080,188.0,5485.2
112.120,190.0,5487.3
112.160,190.0,5489.5
112.200,193.0,5491.6
112.240,193.0,5493.7
112.280,193.0,5495.9
112.320,196.0,5498.0
112.360,196.0,5500.2
112.400,198.0,5502.4
112.440,198.0,5504.6
112.480,198.0,5506.8
112.520,200.0,5509.0
112.560,200.0,5511.2
112.600,202.0,5513.5
112.640,202.0,5515.7
112.680,202.0,5518.0
112.720,205.0,5520.2
112.760,205.0,5522.5
112.800,207.0,5524.8
112.840,207.0,5527.1
112.880,207.0,5529.4
112.920,209.0,5531.7
112.960,209.0,5534.0
113.000,211.0,5536.3
113.040,211.0,5538.7
113.080,211.0,5541.0
113.120,213.0,5543.4
113.160,213.0,5545.8
113.200,216.0,5548.1
113.240,216.0,5550.5
113.280,216.0,5552.9
113.320,217.0,5555.3
113.360,217.0,5557.8
113.400,219.0,5560.2
113.440,219.0,5562.6
113.480,219.0,5565.0
113.520,221.0,5567.5
113.560,221.0,5569.9
113.600,223.0,5572.4
113.640,223.0,5574.9
113.680,223.0,5577.4
113.720,225.0,5579.9
113.760,225.0,5582.4
113.880,227.0,5589.9
113.920,228.0,5592.4
113.960,228.0,5594.9
114.000,230.0,5597.5
114.040,230.0,5600.1
114.080,230.0,5602.6
114.120,232.0,5605.2
114.160,232.0,5607.8
114.200,234.0,5610.3
114.240,234.0,5612.9
114.280,234.0,5615.5
114.320,235.0,5618.1
114.360,235.0,5620.8
114.400,237.0,5623.4
114.440,237.0,5626.0
114.480,237.0,5628.6
114.520,239.0,5631.3
114.560,239.0,5633.9
114.600,240.0,5636.6
114.640,240.0,5639.3
114.680,240.0,5641.9
114.720,242.0,5644.6
114.760,242.0,5647.3
114.800,243.0,5650.0
114.840,243.0,5652.7
114.880,243.0,5655.4
114.920,245.0,5658.1
114.960,245.0,5660.8
115.000,246.0,5663.6
115.040,246.0,5666.3
115.080,246.0,5669.0
115.120,248.0,5671.8
115.160,248.0,5674.5
115.200,249.0,5677.3
115.240,249.0,5680.1
115.280,249.0,5682.8
115.320,251.0,5685.6
115.360,251.0,5688.4
115.400,253.0,5691.2
115.440,253.0,5694.0
115.480,253.0,5696.8
115.520,254.0,5699.6
115.560,254.0,5702.4
115.600,255.0,5705.3
115.640,255.0,5708.1
115.680,255.0,5710.9
115.720,256.0,5713.8
115.760,256.0,5716.6
115.800,258.0,5719.5
115.840,258.0,5722.4
115.880,258.0,5725.2
115.920,260.0,5728.1
115.960,260.0,5731.0
116.000,261.0,5733.9
116.040,261.0,5736.8
116.080,261.0,5739.7
116.120,262.0,5742.6
116.160,262.0,5745.5
116.320,260.0,5757.1
116.360,260.0,5760.0
116.400,258.0,5762.9
116.440,258.0,5765.7
116.480,258.0,5768.6
116.520,254.0,5771.4
116.560,254.0,5774.3
116.600,251.0,5777.1
116.640,251.0,5779.9
116.680,251.0,5782.6
116.720,248.0,5785.4
116.760,248.0,5788.2
116.800,244.0,5790.9
116.840,244.0,5793.6
116.880,244.0,5796.3
116.920,240.0,5799.0
116.960,240.0,5801.7
117.000,237.0,5804.3
117.040,237.0,5807.0
117.120,235.0,5812.2
117.160,235.0,5814.8
117.320,229.0,5825.1
117.360,229.0,5827.7
117.400,226.0,5830.2
117.440,226.0,5832.7
117.480,226.0,5835.2
117.520,223.0,5837.7
117.560,223.0,5840.2
117.600,220.0,5842.7
117.640,220.0,5845.1
117.680,220.0,5847.6
117.720,219.0,5850.0
117.760,219.0,5852.4
117.800,216.0,5854.8
117.840,216.0,5857.2
117.880,216.0,5859.6
117.920,214.0,5862.0
117.960,214.0,5864.4
118.000,212.0,5866.8
118.040,212.0,5869.1
118.080,212.0,5871.5
118.120,207.0,5873.8
118.160,207.0,5876.1
118.200,205.0,5878.4
118.240,205.0,5880.7
118.280,205.0,5883.0
118.320,203.0,5885.2
118.360,203.0,5887.5
118.400,200.0,5889.7
118.440,200.0,5891.9
118.480,200.0,5894.2
118.520,198.0,5896.4
118.560,198.0,5898.6
118.600,196.0,5900.8
118.640,196.0,5902.9
118.680,196.0,5905.1
118.720,194.0,5907.3
118.760,194.0,5909.4
118.800,192.0,5911.6
118.840,192.0,5913.7
118.880,192.0,5915.9
118.920,189.0,5918.0
118.960,189.0,5920.1
119.000,186.0,5922.2
119.040,186.0,5924.2
119.080,186.0,5926.3
119.120,184.0,5928.3
119.160,184.0,5930.4
119.200,182.0,5932.4
119.240,182.0,5934.4
119.280,182.0,5936.5
119.320,180.0,5938.5
119.360,180.0,5940.5
119.400,177.0,5942.5
119.440,177.0,5944.4
119.480,177.0,5946.4
119.520,175.0,5948.3
119.560,175.0,5950.3
119.600,174.0,5952.2
119.640,174.0,5954.2
119.680,174.0,5956.1
119.720,173.0,5958.0
119.760,173.0,5959.9
119.800,171.0,5961.9
119.840,171.0,5963.8
119.880,171.0,5965.7
119.920,171.0,5967.6
119.960,171.0,5969.5
120.000,170.0,5971.4
120.040,170.0,5973.2
120.080,170.0,5975.1
120.120,170.0,5977.0
120.160,170.0,5978.9
120.200,170.0,5980.8
120.240,170.0,5982.7
120.280,170.0,5984.6
120.320,169.0,5986.5
120.360,169.0,5988.3
120.400,170.0,5990.2
120.440,170.0,5992.1
120.480,170.0,5994.0
120.520,170.0,5995.9
120.560,170.0,5997.8
120.600,170.0,5999.7
120.640,170.0,6001.6
120.680,170.0,6003.4
120.720,170.0,6005.3
120.760,170.0,6007.2
120.800,170.0,6009.1
120.840,170.0,6011.0
120.880,170.0,6012.9
120.920,170.0,6014.8
120.960,170.0,6016.7
121.000,171.0,6018.6
121.040,171.0,6020.5
121.080,171.0,6022.4
121.120,171.0,6024.3
121.160,171.0,6026.2
121.200,172.0,6028.1
121.240,172.0,6030.0
121.280,172.0,6031.9
121.320,172.0,6033.8
121.360,172.0,6035.7
121.400,173.0,6037.6
121.440,173.0,6039.5
121.480,173.0,6041.5
121.520,174.0,6043.4
121.560,174.0,6045.3
121.600,175.0,6047.3
121.640,175.0,6049.2
121.680,175.0,6051.2
121.720,176.0,6053.1
121.760,176.0,6055.1
121.800,177.0,6057.0
121.840,177.0,6059.0
121.880,177.0,6061.0
121.920,178.0,6062.9
121.960,178.0,6064.9
122.000,179.0,6066.9
122.040,179.0,6068.9
122.080,179.0,6070.9
122.120,180.0,6072.9
122.160,180.0,6074.9
122.200,181.0,6076.9
122.240,181.0,6078.9
122.280,181.0,6080.9
122.320,183.0,6082.9
122.360,183.0,6084.9
122.400,184.0,6087.0
122.440,184.0,6089.0
122.480,184.0,6091.1
122.520,184.0,6093.1
122.560,184.0,6095.2
122.600,186.0,6097.2
122.640,186.0,6099.3
122.680,186.0,6101.4
122.720,188.0,6103.4
122.760,188.0,6105.5
122.800,190.0,6107.6
122.840,190.0,6109.7
122.880,190.0,6111.8
122.920,193.0,6114.0
122.960,193.0,6116.1
123.000,195.0,6118.3
123.040,195.0,6120.4
123.080,195.0,6122.6
123.120,193.0,6124.8
123.160,193.0,6126.9
123.200,189.0,6129.0
123.240,189.0,6131.1
123.280,189.0,6133.2
123.320,185.0,6135.3
123.360,185.0,6137.4
123.400,181.0,6139.4
123.440,181.0,6141.4
123.480,181.0,6143.4
123.520,177.0,6145.4
123.560,177.0,6147.4
123.600,173.0,6149.3
123.640,173.0,6151.2
123.680,173.0,6153.2
123.720,168.0,6155.1
123.760,168.0,6156.9
123.800,162.0,6158.8
123.840,162.0,6160.6
123.880,162.0,6162.4
123.920,158.0,6164.1
123.960,158.0,6165.9
124.000,153.0,6167.6
124.040,153.0,6169.3
124.080,153.0,6171.0
124.120,149.0,6172.7
124.160,149.0,6174.3
124.200,145.0,6176.0
124.240,145.0,6177.6
124.280,145.0,6179.2
124.320,140.0,6180.8
124.360,140.0,6182.3
124.400,136.0,6183.9
124.440,136.0,6185.4
124.480,136.0,6186.9
124.520,133.0,6188.4
124.560,133.0,6189.9
124.600,129.0,6191.3
124.640,129.0,6192.8
124.680,129.0,6194.2
124.720,125.0,6195.6
124.760,125.0,6197.0
124.800,123.0,6198.4
124.840,123.0,6199.7
124.880,123.0,6201.1
124.920,121.0,6202.5
124.960,121.0,6203.8
125.000,119.0,6205.1
125.040,119.0,6206.5
125.080,119.0,6207.8
125.120,117.0,6209.1
125.160,117.0,6210.4
125.200,114.0,6211.7
125.240,114.0,6212.9
125.280,114.0,6214.2
125.320,112.0,6215.5
125.360,112.0,6216.7
125.400,110.0,6217.9
125.440,110.0,6219.2
125.480,110.0,6220.4
125.520,108.0,6221.6
125.560,108.0,6222.8
125.600,108.0,6224.0
125.640,108.0,6225.2
125.680,108.0,6226.4
125.720,107.0,6227.6
125.760,107.0,6228.8
125.800,106.0,6230.0
125.840,106.0,6231.1
125.880,106.0,6232.3
125.920,106.0,6233.5
125.960,106.0,6234.7
126.000,105.0,6235.8
126.040,105.0,6237.0
126.080,105.0,6238.2
126.120,106.0,6239.4
126.160,106.0,6240.5
126.200,106.0,6241.7
126.240,106.0,6242.9
126.280,106.0,6244.1
126.320,106.0,6245.2
126.360,106.0,6246.4
126.400,106.0,6247.6
126.440,106.0,6248.8
126.480,106.0,6250.0
126.520,106.0,6251.1
126.560,106.0,6252.3
126.600,107.0,6253.5
126.640,107.0,6254.7
126.680,107.0,6255.9
126.720,108.0,6257.1
126.760,108.0,6258.3
126.800,109.0,6259.5
126.840,109.0,6260.7
126.880,109.0,6261.9
126.920,109.0,6263.1
126.960,109.0,6264.3
127.000,110.0,6265.5
127.040,110.0,6266.8
127.080,110.0,6268.0
127.120,112.0,6269.2
127.160,112.0,6270.5
127.200,113.0,6271.7
127.240,113.0,6273.0
127.280,113.0,6274.2
127.320,115.0,6275.5
127.360,115.0,6276.8
127.400,117.0,6278.0
127.440,117.0,6279.3
127.480,117.0,6280.6
127.520,118.0,6282.0
127.560,118.0,6283.3
127.600,120.0,6284.6
127.640,120.0,6285.9
127.680,120.0,6287.3
127.720,121.0,6288.6
127.760,121.0,6289.9
127.800,123.0,6291.3
127.840,123.0,6292.7
127.880,123.0,6294.0
127.920,126.0,6295.4
127.960,126.0,6296.8
128.000,128.0,6298.2
128.040,128.0,6299.6
128.080,128.0,6301.1
128.120,129.0,6302.5
128.160,129.0,6303.9
128.200,130.0,6305.4
128.240,130.0,6306.8
128.280,130.0,6308.3
128.320,131.0,6309.7
128.360,131.0,6311.2
128.400,131.0,6312.6
128.440,131.0,6314.1
128.480,131.0,6315.5
128.520,132.0,6317.0
128.560,132.0,6318.5
128.600,133.0,6319.9
128.640,133.0,6321.4
128.680,133.0,6322.9
128.720,134.0,6324.4
128.760,134.0,6325.9
128.800,135.0,6327.3
128.840,135.0,6328.8
128.880,135.0,6330.3
128.920,137.0,6331.9
128.960,137.0,6333.4
129.000,139.0,6334.9
129.040,139.0,6336.5
129.080,139.0,6338.0
129.120,141.0,6339.6
129.160,141.0,6341.1
129.200,143.0,6342.7
129.240,143.0,6344.3
129.280,143.0,6345.9
129.320,145.0,6347.5
129.360,145.0,6349.1
129.400,146.0,6350.7
129.440,146.0,6352.3
129.480,146.0,6354.0
129.520,148.0,6355.6
129.560,148.0,6357.2
129.600,151.0,6358.9
129.640,151.0,6360.6
129.680,151.0,6362.2
129.720,153.0,6363.9
129.760,153.0,6365.6
129.800,156.0,6367.4
129.840,156.0,6369.1
129.880,156.0,6370.8
129.920,158.0,6372.6
129.960,158.0,6374.3
130.000,160.0,6376.1
130.040,160.0,6377.9
130.080,160.0,6379.6
130.120,163.0,6381.4
130.160,163.0,6383.2
130.200,165.0,6385.1
130.240,165.0,6386.9
130.280,165.0,6388.7
130.320,167.0,6390.6
130.360,167.0,6392.4
130.400,169.0,6394.3
130.440,169.0,6396.2
130.480,169.0,6398.1
130.520,171.0,6399.9
130.560,171.0,6401.8
130.600,170.0,6403.7
130.640,170.0,6405.6
130.680,170.0,6407.5
130.720,168.0,6409.4
130.760,168.0,6411.3
130.800,165.0,6413.1
130.840,165.0,6414.9
130.880,165.0,6416.8
130.920,162.0,6418.6
130.960,162.0,6420.4
131.000,158.0,6422.2
131.040,158.0,6423.9
131.080,158.0,6425.7
131.120,156.0,6427.4
131.160,156.0,6429.2
131.200,151.0,6430.9
131.240,151.0,6432.5
131.280,151.0,6434.2
131.320,148.0,6435.9
131.360,148.0,6437.5
131.400,145.0,6439.2
131.440,145.0,6440.8
131.480,145.0,6442.4
131.520,141.0,6444.0
131.560,141.0,6445.5
131.600,138.0,6447.1
131.640,138.0,6448.6
131.680,138.0,6450.2
131.720,134.0,6451.7
131.760,134.0,6453.2
131.800,130.0,6454.6
131.840,130.0,6456.1
131.880,130.0,6457.5
131.920,126.0,6458.9
131.960,126.0,6460.3
132.000,122.0,6461.7
132.040,122.0,6463.1
132.080,122.0,6464.4
132.120,118.0,6465.8
132.160,118.0,6467.1
132.200,115.0,6468.4
132.240,115.0,6469.6
132.280,115.0,6470.9
132.320,112.0,6472.2
132.360,112.0,6473.4
132.400,110.0,6474.7
132.440,110.0,6475.9
132.480,110.0,6477.1
132.520,108.0,6478.3
132.560,108.0,6479.5
132.600,107.0,6480.7
132.640,107.0,6481.9
132.680,107.0,6483.1
132.720,106.0,6484.3
132.760,106.0,6485.4
132.800,105.0,6486.6
132.840,105.0,6487.8
132.880,105.0,6488.9
132.920,103.0,6490.1
132.960,103.0,6491.2
133.000,103.0,6492.4
133.040,103.0,6493.5
133.080,103.0,6494.7
133.120,102.0,6495.8
133.160,102.0,6497.0
133.200,100.0,6498.1
133.240,100.0,6499.2
133.280,100.0,6500.3
133.320,99.0,6501.4
133.360,99.0,6502.5
133.400,97.0,6503.6
133.440,97.0,6504.7
133.480,97.0,6505.7
133.520,96.0,6506.8
133.560,96.0,6507.9
133.600,95.0,6508.9
133.640,95.0,6510.0
133.680,95.0,6511.1
133.720,94.0,6512.1
133.760,94.0,6513.2
133.800,93.0,6514.2
133.840,93.0,6515.2
133.880,93.0,6516.3
133.920,92.0,6517.3
133.960,92.0,6518.3
134.000,92.0,6519.3
134.040,92.0,6520.4
134.080,92.0,6521.4
134.120,91.0,6522.4
134.160,91.0,6523.4
134.200,91.0,6524.4
134.240,91.0,6525.4
134.280,91.0,6526.4
134.320,91.0,6527.4
134.360,91.0,6528.5
134.400,91.0,6529.5
134.440,91.0,6530.5
134.480,91.0,6531.5
134.520,90.0,6532.5
134.560,90.0,6533.5
134.600,91.0,6534.5
134.640,91.0,6535.5
134.680,91.0,6536.5
134.720,92.0,6537.5
134.760,92.0,6538.6
134.800,93.0,6539.6
134.840,93.0,6540.6
134.880,93.0,6541.7
134.920,94.0,6542.7
134.960,94.0,6543.7
135.000,96.0,6544.8
135.040,96.0,6545.9
135.080,96.0,6546.9
135.120,98.0,6548.0
135.160,98.0,6549.1
135.200,99.0,6550.2
135.240,99.0,6551.3
135.280,99.0,6552.4
135.320,101.0,6553.5
135.360,101.0,6554.6
135.400,102.0,6555.8
135.440,102.0,6556.9
135.480,102.0,6558.0
135.520,104.0,6559.2
135.560,104.0,6560.3
135.600,106.0,6561.5
135.640,106.0,6562.7
135.680,106.0,6563.8
135.720,109.0,6565.0
135.760,109.0,6566.2
135.800,111.0,6567.5
135.840,111.0,6568.7
135.880,111.0,6569.9
135.920,114.0,6571.2
135.960,114.0,6572.5
136.000,116.0,6573.7
136.040,116.0,6575.0
136.080,116.0,6576.3
136.120,118.0,6577.6
136.160,118.0,6578.9
136.200,121.0,6580.2
136.240,121.0,6581.6
136.280,121.0,6582.9
136.320,123.0,6584.3
136.360,123.0,6585.7
136.400,125.0,6587.0
136.440,125.0,6588.4
136.480,125.0,6589.8
136.520,127.0,6591.2
136.560,127.0,6592.6
136.600,129.0,6594.0
136.640,129.0,6595.5
136.680,129.0,6596.9
136.720,131.0,6598.4
136.760,131.0,6599.8
136.800,133.0,6601.3
136.840,133.0,6602.8
136.880,133.0,6604.2
136.920,136.0,6605.7
136.960,136.0,6607.2
137.000,139.0,6608.8
137.040,139.0,6610.3
137.080,139.0,6611.9
137.120,141.0,6613.4
137.160,141.0,6615.0
137.200,144.0,6616.6
137.240,144.0,6618.2
137.280,144.0,6619.8
137.320,147.0,6621.4
137.360,147.0,6623.0
137.400,151.0,6624.7
137.440,151.0,6626.3
137.480,151.0,6628.0
137.520,155.0,6629.7
137.560,155.0,6631.4
137.600,158.0,6633.2
137.640,158.0,6634.9
137.680,158.0,6636.7
137.720,161.0,6638.5
137.760,161.0,6640.3
137.800,164.0,6642.1
137.840,164.0,6643.9
137.880,164.0,6645.7
137.920,167.0,6647.5
137.960,167.0,6649.4
138.000,170.0,6651.3
138.040,170.0,6653.2
138.080,170.0,6655.1
138.120,173.0,6657.0
138.160,173.0,6658.9
138.200,176.0,6660.8
138.240,176.0,6662.8
138.280,176.0,6664.7
138.320,177.0,6666.7
138.360,177.0,6668.7
138.400,178.0,6670.6
138.440,178.0,6672.6
138.480,178.0,6674.6
138.520,177.0,6676.6
138.560,177.0,6678.5
138.600,177.0,6680.5
138.640,177.0,6682.5
138.680,177.0,6684.4
138.720,176.0,6686.4
138.760,176.0,6688.3
138.800,174.0,6690.3
138.840,174.0,6692.2
138.880,174.0,6694.2
138.920,173.0,6696.1
138.960,173.0,6698.0
139.000,171.0,6699.9
139.040,171.0,6701.8
139.080,171.0,6703.7
139.120,169.0,6705.6
139.160,169.0,6707.5
139.200,167.0,6709.3
139.240,167.0,6711.2
139.280,167.0,6713.1
139.320,165.0,6714.9
139.360,165.0,6716.7
139.400,163.0,6718.6
139.440,163.0,6720.4
139.480,163.0,6722.2
139.520,161.0,6724.0
139.560,161.0,6725.8
139.600,160.0,6727.6
139.640,160.0,6729.3
139.680,160.0,6731.1
139.720,158.0,6732.9
139.760,158.0,6734.6
139.800,158.0,6736.4
139.840,158.0,6738.1
139.880,158.0,6739.9
139.920,157.0,6741.6
139.960,157.0,6743.4
140.000,156.0,6745.1
140.040,156.0,6746.9
140.080,156.0,6748.6
140.120,156.0,6750.3
140.160,156.0,6752.1
140.200,155.0,6753.8
140.240,155.0,6755.5
140.280,155.0,6757.2
140.320,155.0,6759.0
140.360,155.0,6760.7
140.400,154.0,6762.4
140.440,154.0,6764.1
140.480,154.0,6765.8
140.520,154.0,6767.5
140.560,154.0,6769.2
140.600,154.0,6771.0
140.640,154.0,6772.7
140.680,154.0,6774.4
140.720,153.0,6776.1
140.760,153.0,6777.8
140.800,153.0,6779.5
140.840,153.0,6781.2
140.880,153.0,6782.9
140.920,153.0,6784.6
140.960,153.0,6786.3
141.000,154.0,6788.0
141.040,154.0,6789.7
141.080,154.0,6791.4
141.120,154.0,6793.1
141.160,154.0,6794.8
141.200,155.0,6796.5
141.240,155.0,6798.3
141.280,155.0,6800.0
141.320,155.0,6801.7
141.360,155.0,6803.4
141.400,157.0,6805.2
141.440,157.0,6806.9
141.480,157.0,6808.7
141.520,158.0,6810.4
141.560,158.0,6812.2
141.600,160.0,6813.9
141.640,160.0,6815.7
141.680,160.0,6817.5
141.720,161.0,6819.3
141.760,161.0,6821.1
141.800,163.0,6822.9
141.840,163.0,6824.7
141.880,163.0,6826.5
141.920,166.0,6828.3
141.960,166.0,6830.2
142.000,168.0,6832.0
142.040,168.0,6833.9
142.080,168.0,6835.7
142.120,170.0,6837.6
142.160,170.0,6839.5
142.200,171.0,6841.4
142.240,171.0,6843.3
142.280,171.0,6845.2
142.320,173.0,6847.1
142.360,173.0,6849.0
142.400,175.0,6851.0
142.440,175.0,6852.9
142.480,175.0,6854.9
142.520,177.0,6856.8
142.560,177.0,6858.8
142.600,179.0,6860.8
142.640,179.0,6862.7
142.680,179.0,6864.7
142.720,181.0,6866.7
142.760,181.0,6868.7
142.800,183.0,6870.8
142.840,183.0,6872.8
142.880,183.0,6874.8
142.920,185.0,6876.9
142.960,185.0,6878.9
143.000,188.0,6881.0
143.040,188.0,6883.1
143.080,188.0,6885.2
143.120,190.0,6887.3
143.160,190.0,6889.4
143.200,190.0,6891.5
143.240,190.0,6893.6
143.280,190.0,6895.7
143.320,185.0,6897.8
143.360,185.0,6899.9
143.400,182.0,6901.9
143.440,182.0,6903.9
143.480,182.0,6906.0
143.520,179.0,6908.0
143.560,179.0,6909.9
143.600,177.0,6911.9
143.640,177.0,6913.9
143.680,177.0,6915.9
143.720,175.0,6917.8
143.760,175.0,6919.8
143.800,173.0,6921.7
143.840,173.0,6923.6
143.880,173.0,6925.5
143.920,171.0,6927.4
143.960,171.0,6929.3
144.000,169.0,6931.2
144.040,169.0,6933.1
144.080,169.0,6935.0
144.120,167.0,6936.9
144.160,167.0,6938.7
144.200,165.0,6940.6
144.240,165.0,6942.4
144.280,165.0,6944.2
144.320,163.0,6946.0
144.360,163.0,6947.9
144.400,160.0,6949.7
144.440,160.0,6951.4
144.480,160.0,6953.2
144.520,158.0,6955.0
144.560,158.0,6956.7
144.600,156.0,6958.5
144.640,156.0,6960.2
144.680,156.0,6961.9
144.720,155.0,6963.7
144.760,155.0,6965.4
144.800,154.0,6967.1
144.840,154.0,6968.8
144.880,154.0,6970.5
144.920,153.0,6972.2
144.960,153.0,6973.9
145.000,151.0,6975.6
145.040,151.0,6977.3
145.080,151.0,6979.0
145.120,150.0,6980.7
145.160,150.0,6982.3
145.200,149.0,6984.0
145.240,149.0,6985.6
145.280,149.0,6987.3
145.320,148.0,6988.9
145.360,148.0,6990.6
145.400,146.0,6992.2
145.440,146.0,6993.8
145.480,146.0,6995.5
145.520,145.0,6997.1
145.560,145.0,6998.7
145.600,144.0,7000.3
145.640,144.0,7001.9
145.680,144.0,7003.5
145.720,143.0,7005.1
145.760,143.0,7006.7
145.800,142.0,7008.3
145.840,142.0,7009.8
145.880,142.0,7011.4
145.920,141.0,7013.0
145.960,141.0,7014.6
146.000,140.0,7016.1
146.040,140.0,7017.7
146.080,140.0,7019.2
146.120,140.0,7020.8
146.160,140.0,7022.3
146.200,140.0,7023.9
146.240,140.0,7025.5
146.280,140.0,7027.0
146.320,140.0,7028.6
146.360,140.0,7030.1
146.400,140.0,7031.7
146.440,140.0,7033.2
146.480,140.0,7034.8
146.520,140.0,7036.3
146.560,140.0,7037.9
146.600,140.0,7039.5
146.640,140.0,7041.0
146.680,140.0,7042.6
146.720,140.0,7044.1
146.760,140.0,7045.7
146.800,141.0,7047.2
146.840,141.0,7048.8
146.880,141.0,7050.4
146.920,142.0,7051.9
146.960,142.0,7053.5
147.000,143.0,7055.1
147.040,143.0,7056.7
147.080,143.0,7058.3
147.120,144.0,7059.9
147.160,144.0,7061.5
147.200,145.0,7063.1
147.240,145.0,7064.7
147.280,145.0,7066.3
147.320,146.0,7067.9
147.360,146.0,7069.5
147.400,147.0,7071.2
147.440,147.0,7072.8
147.480,147.0,7074.4
147.520,148.0,7076.1
147.560,148.0,7077.7
147.600,148.0,7079.4
147.640,148.0,7081.0
147.680,148.0,7082.7
147.720,149.0,7084.3
147.760,149.0,7086.0
147.800,150.0,7087.6
147.840,150.0,7089.3
147.880,150.0,7091.0
147.920,151.0,7092.6
147.960,151.0,7094.3
148.000,153.0,7096.0
148.040,153.0,7097.7
148.080,153.0,7099.4
148.120,154.0,7101.1
148.160,154.0,7102.8
148.200,156.0,7104.5
148.240,156.0,7106.3
148.280,156.0,7108.0
148.320,157.0,7109.7
148.360,157.0,7111.5
148.400,159.0,7113.2
148.440,159.0,7115.0
148.480,159.0,7116.8
148.520,160.0,7118.5
148.560,160.0,7120.3
148.600,161.0,7122.1
148.640,161.0,7123.9
148.680,161.0,7125.7
148.720,163.0,7127.5
148.760,163.0,7129.3
148.800,164.0,7131.1
148.840,164.0,7132.9
148.880,164.0,7134.8
